framework,entry_fqn,entry_file,entry_line,sink_kind,sink_file,sink_line,key_kind,container_kind,axis_r,axis_v,axis_m,axis_c,axis_l,verdict_drd,verdict,evidence
servlet,SessionExample.doPost,webapps/examples/WEB-INF/classes/SessionExample.java,158,session_attribute,webapps/examples/WEB-INF/classes/SessionExample.java,93,unknown,session,Open,Unlimited,Amplifiable,Bounded,ProcessLifetime,Context-Constrained,Context-Constrained,HttpSession.setAttribute
servlet,SessionExample.doGet,webapps/examples/WEB-INF/classes/SessionExample.java,44,session_attribute,webapps/examples/WEB-INF/classes/SessionExample.java,93,unknown,session,Open,Unlimited,Amplifiable,Bounded,ProcessLifetime,Context-Constrained,Context-Constrained,HttpSession.setAttribute
servlet,async.AsyncStockServlet.service,webapps/examples/WEB-INF/classes/async/AsyncStockServlet.java,55,container_add,webapps/examples/WEB-INF/classes/async/AsyncStockServlet.java,63,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,ConcurrentLinkedQueue<AsyncContext>.add
servlet,org.apache.catalina.core.TestApplicationContext$SetAttributeServlet.doGet,test/org/apache/catalina/core/TestApplicationContext.java,290,servlet_context_attribute,test/org/apache/catalina/core/TestApplicationContext.java,297,constant,servlet_context,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,ServletContext.setAttribute
servlet,org.apache.catalina.core.TestApplicationHttpRequest$ModifyParameterServlet.doGet,test/org/apache/catalina/core/TestApplicationHttpRequest.java,355,container_put,test/org/apache/catalina/core/TestApplicationHttpRequest.java,360,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,Map<>.put
servlet,org.apache.catalina.core.TestAsyncContextImpl$AsyncStashServlet.doGet,test/org/apache/catalina/core/TestAsyncContextImpl.java,2325,servlet_context_attribute,test/org/apache/catalina/core/TestAsyncContextImpl.java,2332,unknown,servlet_context,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,ServletContext.setAttribute
servlet,org.apache.catalina.ha.context.TestReplicatedContext$AccessContextServlet.doGet,test/org/apache/catalina/ha/context/TestReplicatedContext.java,67,servlet_context_attribute,test/org/apache/catalina/ha/context/TestReplicatedContext.java,68,constant,servlet_context,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,ServletContext.setAttribute
servlet,org.apache.catalina.nonblocking.TestNonBlockingAPI$DelayedNBWriteServlet.doGet,test/org/apache/catalina/nonblocking/TestNonBlockingAPI.java,1587,container_add,test/org/apache/catalina/nonblocking/TestNonBlockingAPI.java,1593,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,Evicted,Time-Constrained,Time-Constrained,Set<Emitter>.add
servlet,org.apache.catalina.servlets.CGIServlet.doOptions,java/org/apache/catalina/servlets/CGIServlet.java,574,container_add,java/org/apache/catalina/servlets/CGIServlet.java,578,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,Set<String>.addAll
servlet,org.apache.catalina.servlets.CGIServlet.doOptions,java/org/apache/catalina/servlets/CGIServlet.java,574,container_add,java/org/apache/catalina/servlets/CGIServlet.java,579,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,Set<String>.addAll
servlet,org.apache.catalina.servlets.WebdavServlet.doPut,java/org/apache/catalina/servlets/WebdavServlet.java,1330,container_add,java/org/apache/catalina/servlets/WebdavServlet.java,695,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,Evicted,Time-Constrained,Time-Constrained,ArrayList<String>.add
servlet,org.apache.catalina.servlets.WebdavServlet.doPut,java/org/apache/catalina/servlets/WebdavServlet.java,1330,container_add,java/org/apache/catalina/servlets/WebdavServlet.java,705,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,Evicted,Time-Constrained,Time-Constrained,ArrayList<String>.add
servlet,org.apache.catalina.servlets.WebdavServlet.doDelete,java/org/apache/catalina/servlets/WebdavServlet.java,1311,container_add,java/org/apache/catalina/servlets/WebdavServlet.java,695,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,Evicted,Time-Constrained,Time-Constrained,ArrayList<String>.add
servlet,org.apache.catalina.servlets.WebdavServlet.doDelete,java/org/apache/catalina/servlets/WebdavServlet.java,1311,container_add,java/org/apache/catalina/servlets/WebdavServlet.java,705,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,Evicted,Time-Constrained,Time-Constrained,ArrayList<String>.add
servlet,org.apache.catalina.servlets.WebdavServlet.doDelete,java/org/apache/catalina/servlets/WebdavServlet.java,1311,container_put,java/org/apache/catalina/servlets/WebdavServlet.java,2417,request_derived,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,"Map<String,Integer>.put"
servlet,org.apache.catalina.servlets.WebdavServlet.service,java/org/apache/catalina/servlets/WebdavServlet.java,587,container_add,java/org/apache/catalina/servlets/WebdavServlet.java,925,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,ProcessLifetime,Context-Constrained,Context-Constrained,List<Node>.add
servlet,org.apache.catalina.servlets.WebdavServlet.service,java/org/apache/catalina/servlets/WebdavServlet.java,587,container_add,java/org/apache/catalina/servlets/WebdavServlet.java,1159,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,ArrayList<ProppatchOperation>.add
servlet,org.apache.catalina.servlets.WebdavServlet.service,java/org/apache/catalina/servlets/WebdavServlet.java,587,container_add,java/org/apache/catalina/servlets/WebdavServlet.java,1181,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,ArrayList<ProppatchOperation>.add
servlet,org.apache.catalina.servlets.WebdavServlet.service,java/org/apache/catalina/servlets/WebdavServlet.java,587,container_add,java/org/apache/catalina/servlets/WebdavServlet.java,1664,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,Evicted,Context-Constrained,Context-Constrained,List<String>.add
servlet,org.apache.catalina.servlets.WebdavServlet.service,java/org/apache/catalina/servlets/WebdavServlet.java,587,container_add,java/org/apache/catalina/servlets/WebdavServlet.java,1739,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,Evicted,Context-Constrained,Context-Constrained,List<String>.add
servlet,org.apache.catalina.servlets.WebdavServlet.service,java/org/apache/catalina/servlets/WebdavServlet.java,587,container_put,java/org/apache/catalina/servlets/WebdavServlet.java,1727,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,Evicted,Context-Constrained,Context-Constrained,"ConcurrentHashMap<String,LockInfo>.put"
servlet,org.apache.catalina.servlets.WebdavServlet.service,java/org/apache/catalina/servlets/WebdavServlet.java,587,container_put,java/org/apache/catalina/servlets/WebdavServlet.java,1737,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,Evicted,Context-Constrained,Context-Constrained,"ConcurrentHashMap<String,LockInfo>.put"
servlet,org.apache.catalina.servlets.WebdavServlet.service,java/org/apache/catalina/servlets/WebdavServlet.java,587,container_put,java/org/apache/catalina/servlets/WebdavServlet.java,1740,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,Evicted,Context-Constrained,Context-Constrained,"ConcurrentHashMap<String,LockInfo>.put"
servlet,org.apache.catalina.valves.TestAccessLogValve$TesterServlet.doGet,test/org/apache/catalina/valves/TestAccessLogValve.java,260,session_attribute,test/org/apache/catalina/valves/TestAccessLogValve.java,264,constant,session,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,HttpSession.setAttribute
servlet,org.apache.coyote.ajp.TestAbstractAjpProcessor$ReadBodyServlet.doPost,test/org/apache/coyote/ajp/TestAbstractAjpProcessor.java,1082,container_add,test/org/apache/coyote/ajp/TestAbstractAjpProcessor.java,1098,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,List<Integer>.add
servlet,org.apache.coyote.ajp.TestAbstractAjpProcessor$ReadBodyServlet.doPost,test/org/apache/coyote/ajp/TestAbstractAjpProcessor.java,1082,container_add,test/org/apache/coyote/ajp/TestAbstractAjpProcessor.java,1099,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,List<Integer>.add
servlet,org.apache.coyote.ajp.TestAbstractAjpProcessor$ReadBodyServlet.doGet,test/org/apache/coyote/ajp/TestAbstractAjpProcessor.java,1077,container_add,test/org/apache/coyote/ajp/TestAbstractAjpProcessor.java,1098,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,List<Integer>.add
servlet,org.apache.coyote.ajp.TestAbstractAjpProcessor$ReadBodyServlet.doGet,test/org/apache/coyote/ajp/TestAbstractAjpProcessor.java,1077,container_add,test/org/apache/coyote/ajp/TestAbstractAjpProcessor.java,1099,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,List<Integer>.add
servlet,org.apache.coyote.http2.TestStandardSessionIntegrationHttp2$SessionServlet.doGet,test/org/apache/coyote/http2/TestStandardSessionIntegrationHttp2.java,124,session_attribute,test/org/apache/coyote/http2/TestStandardSessionIntegrationHttp2.java,141,constant,session,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,HttpSession.setAttribute
servlet,<anonymous class>.doGet,test/org/apache/catalina/valves/TestExtendedAccessLogValve.java,120,session_attribute,test/org/apache/catalina/valves/TestExtendedAccessLogValve.java,122,constant,session,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,HttpSession.setAttribute
servlet,<anonymous class>.doGet,test/org/apache/catalina/valves/TestExtendedAccessLogValve.java,120,servlet_context_attribute,test/org/apache/catalina/valves/TestExtendedAccessLogValve.java,121,constant,servlet_context,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,ServletContext.setAttribute
servlet,org.springframework.boot.web.servlet.server.AbstractServletWebServerFactoryTests$BlockingAsyncServlet.doGet,spring-boot-project/spring-boot/src/test/java/org/springframework/boot/web/servlet/server/AbstractServletWebServerFactoryTests.java,1634,container_add,spring-boot-project/spring-boot/src/test/java/org/springframework/boot/web/servlet/server/AbstractServletWebServerFactoryTests.java,1636,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,BlockingQueue<Blocker>.add
servlet,org.springframework.boot.web.servlet.server.AbstractServletWebServerFactoryTests$BlockingServlet.doGet,spring-boot-project/spring-boot/src/test/java/org/springframework/boot/web/servlet/server/AbstractServletWebServerFactoryTests.java,1605,container_add,spring-boot-project/spring-boot/src/test/java/org/springframework/boot/web/servlet/server/AbstractServletWebServerFactoryTests.java,1607,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,BlockingQueue<Blocker>.add
spring,org.springframework.boot.autoconfigure.mustache.MustacheAutoConfigurationServletIntegrationTests$Application.layout,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,108,container_put,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,109,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
