"framework","entry_fqn","entry_file","entry_line","sink_kind","sink_file","sink_line","key_kind","container_kind","axis_r","axis_v","axis_m","axis_c","axis_l","verdict_drd","verdict","evidence"
"undertow","io.undertow.server.handlers.LearningPushHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/LearningPushHandler.java",67,"container_put","core/src/main/java/io/undertow/server/handlers/LearningPushHandler.java",119,"request_derived","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","Map<String,Object>.put"
"undertow","io.undertow.server.handlers.LearningPushHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/LearningPushHandler.java",67,"container_put","core/src/main/java/io/undertow/server/handlers/LearningPushHandler.java",121,"request_derived","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","Map<String,Object>.put"
"undertow","io.undertow.server.handlers.ProxyPeerAddressHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/ProxyPeerAddressHandler.java",68,"container_put","core/src/main/java/io/undertow/server/handlers/ProxyPeerAddressHandler.java",124,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.put"
"undertow","io.undertow.server.handlers.URLDecodingHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/URLDecodingHandler.java",61,"container_put","core/src/main/java/io/undertow/server/handlers/URLDecodingHandler.java",93,"unknown","static_container","Open","Unlimited","Amplifiable","PerElementUnbounded","ProcessLifetime","Unconstrained","Unconstrained","TreeMap<String,Deque<String>>.put"
"undertow","io.undertow.server.handlers.URLDecodingHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/URLDecodingHandler.java",61,"container_add","core/src/main/java/io/undertow/server/handlers/URLDecodingHandler.java",91,"unknown","static_container","Open","Unlimited","Amplifiable","PerElementUnbounded","ProcessLifetime","Unconstrained","Unconstrained","Deque<String>.add"
"undertow","io.undertow.server.handlers.SetHeaderHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/SetHeaderHandler.java",88,"container_put","core/src/main/java/io/undertow/server/handlers/SetHeaderHandler.java",89,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.put"
"undertow","io.undertow.server.handlers.DateHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/DateHandler.java",53,"container_put","core/src/main/java/io/undertow/server/handlers/DateHandler.java",57,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.put"
"undertow","io.undertow.server.handlers.DateHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/DateHandler.java",53,"container_put","core/src/main/java/io/undertow/server/handlers/DateHandler.java",63,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.put"
"undertow","io.undertow.server.handlers.HttpTraceHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/HttpTraceHandler.java",47,"container_put","core/src/main/java/io/undertow/server/handlers/HttpTraceHandler.java",49,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.put"
"undertow","io.undertow.server.handlers.RedirectHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/RedirectHandler.java",62,"container_put","core/src/main/java/io/undertow/server/handlers/RedirectHandler.java",64,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.put"
"undertow","io.undertow.server.handlers.resource.ResourceHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java",148,"container_put","core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java",183,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.put"
"undertow","io.undertow.server.handlers.resource.ResourceHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java",148,"container_put","core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java",186,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.put"
"undertow","io.undertow.server.handlers.resource.ResourceHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java",148,"container_add","core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java",157,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.add"
"undertow","io.undertow.server.handlers.sse.ServerSentEventHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/sse/ServerSentEventHandler.java",59,"container_put","core/src/main/java/io/undertow/server/handlers/sse/ServerSentEventHandler.java",60,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.put"
"undertow","io.undertow.server.handlers.sse.ServerSentEventHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/sse/ServerSentEventHandler.java",59,"container_put","core/src/main/java/io/undertow/server/handlers/sse/ServerSentEventHandler.java",64,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","Setter<? extends StreamSinkChannel>.set"
"undertow","io.undertow.server.handlers.PathHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/PathHandler.java",79,"container_add","core/src/main/java/io/undertow/server/handlers/PathHandler.java",94,"request_derived","session_store","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","LRUCache<String,PathMatch<HttpHandler>>.add"
"undertow","io.undertow.security.handlers.AbstractConfidentialityHandler.handleRequest","core/src/main/java/io/undertow/security/handlers/AbstractConfidentialityHandler.java",44,"container_put","core/src/main/java/io/undertow/security/handlers/AbstractConfidentialityHandler.java",52,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.put"
"undertow","io.undertow.server.handlers.ActiveRequestTrackerHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/ActiveRequestTrackerHandler.java",61,"container_add","core/src/main/java/io/undertow/server/handlers/ActiveRequestTrackerHandler.java",65,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","FastConcurrentDirectDeque<RequestStatistics>.add"
"undertow","io.undertow.server.handlers.DisableCacheHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/DisableCacheHandler.java",29,"container_add","core/src/main/java/io/undertow/server/handlers/DisableCacheHandler.java",30,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.add"
"undertow","io.undertow.server.handlers.DisableCacheHandler.handleRequest","core/src/main/java/io/undertow/server/handlers/DisableCacheHandler.java",29,"container_add","core/src/main/java/io/undertow/server/handlers/DisableCacheHandler.java",31,"unknown","static_container","Open","Unlimited","Amplifiable","Unbounded","ProcessLifetime","Unconstrained","Unconstrained","HeaderMap.add"
